Dataset,Latitude,Longitude,OriginalDetailedLocation,OriginalAddressText,MappingCountForCoordinate,FullAddress,CoordinateToTextSeconds
NYC,40.58119632563149,-73.97148125377926,Kings County West 5th Street No.2765;2775;2785(Residential Building (Apartment / Condo)),Kings County West 5th Street No.2765;2775;2785(Residential Building (Apartment / Condo)),1,"2775, West 5th Street, West Brighton, Brooklyn, Kings County, New York, 11224, United States",1.493805700003577
NYC,40.58199711398517,-73.98803103308003,Kings County Bay 54th Street(Hardware Store),Kings County Bay 54th Street,1,"Bay 54th Street, Coney Island, Brooklyn, Kings County, New York, 11224, United States",0.9115004999985103
NYC,40.582704252811,-73.98557118513084,Kings County Canal Avenue(Food & Drink Shop),Kings County Canal Avenue,1,"Cropsey Avenue, Coney Island, Brooklyn, Kings County, New York, 11224, United States",0.6640687000035541
NYC,40.58275277138084,-73.98603031011922,Kings County Canal Avenue(Food & Drink Shop),Kings County Canal Avenue,1,"Cropsey Avenue, Coney Island, Brooklyn, Kings County, New York, 11224, United States",0.9287901999996392
NYC,40.58284609788832,-73.82006046579927,Rockaway Beach Shore Front Parkway No.100-04(Road),Rockaway Beach Shore Front Parkway No.100-04,1,"100-04, Shore Front Parkway, Rockaway Beach, Queens, Queens County, New York, 11694, United States",1.5008139999990815
NYC,40.583254489560304,-73.82132412887107,Rockaway Beach Beach 101st Street No.184(Church),Rockaway Beach Beach 101st Street No.184,1,"184, Beach 101st Street, Rockaway Beach, Queens, Queens County, New York, 11694, United States",0.882203400004073
NYC,40.58327970122277,-73.82074973756491,Rockaway Beach Beach 101st Street No.184(Church),Rockaway Beach Beach 101st Street No.184,1,"175, Beach 100th Street, Rockaway Beach, Queens, Queens County, New York, 11694, United States",1.0007437000022037
NYC,40.58345286156245,-74.14962530136108,Forest Hill Road No.1484(Neighborhood),Forest Hill Road No.1484,1,"1484, Forest Hill Road, Staten Island, Richmond County, New York, 10314, United States",0.6604798000043957
NYC,40.58356693505376,-73.98618221282959,Kings County Cropsey Avenue No.2939(Diner),Kings County Cropsey Avenue No.2939,1,"Parkview Diner, 2939, Cropsey Avenue, Coney Island, Brooklyn, Kings County, New York, 11214, United States",1.345744899997953
NYC,40.58358323125094,-73.8265585899353,Queens County Rockaway Freeway(Train Station),Queens County Rockaway Freeway,1,"Rockaway Freeway, Seaside, Rockaway Park, Queens, Queens County, New York, 11693, United States",0.9695253999962006
NYC,40.58370644127595,-73.95025545229437,Manhattan Beach Emmons Avenue No.1809(Diner),Manhattan Beach Emmons Avenue No.1809,1,"The Vue, 1809, Emmons Avenue, Brooklyn, Kings County, New York, 11235, United States",1.0534451999992598
NYC,40.583707,-73.9502539,Manhattan Beach Emmons Avenue No.1809(Diner),Manhattan Beach Emmons Avenue No.1809,1,"The Vue, 1809, Emmons Avenue, Brooklyn, Kings County, New York, 11235, United States",1.0863771999938765
NYC,40.5837220088118,-73.8212666898154,Rockaway Beach Rockaway Beach Boulevard No.100-09A(Bus Station),Rockaway Beach Rockaway Beach Boulevard No.100-09A,1,"100-09A, Rockaway Beach Boulevard, Rockaway Beach, Queens, Queens County, New York, 11694, United States",0.5028722999995807
NYC,40.58384344396084,-73.94332700183666,Manhattan Beach Emmons Avenue No.2505(American Restaurant),Manhattan Beach Emmons Avenue No.2505,1,"Applebee's, 2505, Emmons Avenue, Brooklyn, Kings County, New York, 11235, United States",1.1067306000040844
NYC,40.583847884772446,-73.93279321562365,Gerritsen Beach Bragg Street No.2901(Bar),Gerritsen Beach Bragg Street No.2901,1,"2901, Bragg Street, Brooklyn, Kings County, New York, 11235, United States",1.395437300001504
NYC,40.583875,-73.94781236666667,Manhattan Beach Emmons Avenue No.2007-2011(Bar),Manhattan Beach Emmons Avenue No.2007-2011,1,"Falada, 2007-2011, Emmons Avenue, Brooklyn, Kings County, New York, 11235, United States",0.606969599997683
NYC,40.58400344848633,-74.08587646484375,Seaview Avenue No.475(College Academic Building),Seaview Avenue No.475,1,"475, Seaview Avenue, Staten Island, Richmond County, New York, 10305, United States",0.9201541999937036
NYC,40.58400693098363,-73.82424116134644,Queens County Rockaway Freeway(Beach),Queens County Rockaway Freeway,1,"Rockaway Freeway, Seaside, Rockaway Park, Queens, Queens County, New York, 11693, United States",0.9716614999997546
NYC,40.584007263616805,-73.98107744137282,Gravesend West 13th Street No.2593(Train Station),Gravesend West 13th Street No.2593,1,"Midwood Ambulance, 2593, West 13th Street, Gravesend, Brooklyn, Kings County, New York, 11223, United States",1.38548609999998
NYC,40.58410987279275,-74.09445042134554,Hylan Boulevard(Laundry Service),Hylan Boulevard,1,"T-Mobile, 298, Naughton Avenue, Dongan Hills, Staten Island, Richmond County, New York, 10305, United States",0.6191946000035387
NYC,40.58414368954832,-73.93951538728527,Manhattan Beach Emmons Avenue No.2901(American Restaurant),Manhattan Beach Emmons Avenue No.2901,1,"2901, Emmons Avenue, Brooklyn, Kings County, New York, 11235, United States",1.489587500000198
NYC,40.58426059372138,-73.94598475492066,Sheepshead Bay Shore Parkway No.3492(Medical Center),Sheepshead Bay Shore Parkway No.3492,1,"3492, Shore Parkway, Brooklyn, Kings County, New York, 11235, United States",0.893375499996182
NYC,40.584303,-74.094344,Hylan Boulevard(Laundry Service),Hylan Boulevard,1,"1840, Hylan Boulevard, Dongan Hills, Staten Island, Richmond County, New York, 10305, United States",0.7445874999975786
NYC,40.58454565981023,-73.95999619249139,Kings County Shore Parkway(Bridge),Kings County Shore Parkway,1,"Shore Parkway, Brighton Beach, Brooklyn, Kings County, New York, 11235, United States",0.9122028999991016
NYC,40.58469545001116,-73.93245451762998,Gerritsen Beach Brigham Street No.2842(Residential Building (Apartment / Condo)),Gerritsen Beach Brigham Street No.2842(Residential Building (Apartment / Condo)),1,"2842, Brigham Street, Brooklyn, Kings County, New York, 11235, United States",0.985306100003072
NYC,40.5847565470127,-74.08510208129883,Seaview Avenue No.475(Medical Center),Seaview Avenue No.475,1,"Olympia Boulevard & Mason Avenue, 475, Seaview Avenue, Staten Island, Richmond County, New York, 10305, United States",1.3795444999996107
NYC,40.5847565470127,-73.95034790039062,Sheepshead Bay Belt Parkway(Road),Sheepshead Bay Belt Parkway,1,"Belt Parkway, Brooklyn, Kings County, New York, 11235, United States",0.9747741999963182
NYC,40.58513020718679,-73.8179179640859,Rockaway Beach Beach 96th Street No.192(Taco Place),Rockaway Beach Beach 96th Street No.192,1,"192, Beach 96th Street, Rockaway Beach, Queens, Queens County, New York, 11693, United States",1.0043798000042443
NYC,40.58532514916689,-73.95202340155454,Sheepshead Bay Sheepshead Bay Road No.1728(Gym / Fitness Center),Sheepshead Bay Sheepshead Bay Road No.1728,1,"Synergy Fitness, 1728, Sheepshead Bay Road, Brooklyn, Kings County, New York, 11235, United States",0.7226847999991151
NYC,40.58532530485373,-73.95192008028948,Sheepshead Bay Sheepshead Bay Road No.1728(Gym / Fitness Center),Sheepshead Bay Sheepshead Bay Road No.1728,1,"Synergy Fitness, 1728, Sheepshead Bay Road, Brooklyn, Kings County, New York, 11235, United States",0.9813159999976052
NYC,40.58573020988804,-73.81194985467265,Queens County Shore Front Parkway No.8800(Residential Building (Apartment / Condo)),Queens County Shore Front Parkway No.8800(Residential Building (Apartment / Condo)),1,"8800, Shore Front Parkway, The Sands, Arverne, Queens, Queens County, New York, 11693, United States",1.3117340999961016
NYC,40.58606020705239,-73.92983436584473,Gerritsen Beach Shore Parkway No.3907(Movie Theater),Gerritsen Beach Shore Parkway No.3907,1,"Regal UA Sheepshead Bay, 3907, Shore Parkway, Brooklyn, Kings County, New York, 11235, United States",0.6114536999957636
NYC,40.586137977731234,-73.98802175204773,Kings County Cropsey Avenue No.2815(Deli / Bodega),Kings County Cropsey Avenue No.2815,1,"2809, Cropsey Avenue, Bath Beach, Brooklyn, Kings County, New York, 11214, United States",1.4934253000028548
NYC,40.58616798897309,-74.09206432038894,Hylan Boulevard No.1740A(Deli / Bodega),Hylan Boulevard No.1740A,1,"1740A, Hylan Boulevard, Dongan Hills, Staten Island, Richmond County, New York, 10305, United States",0.5184202000018558
NYC,40.586289,-74.08754,Mason Avenue No.271(Medical Center),Mason Avenue No.271,1,"271, Mason Avenue, Staten Island, Richmond County, New York, 10305, United States",1.1991173000060371
NYC,40.58648442153486,-73.93126619965264,Gerritsen Beach Knapp Street No.2771(Deli / Bodega),Gerritsen Beach Knapp Street No.2771,1,"Knapp Street Deli, 2771, Knapp Street, Brooklyn, Kings County, New York, 11235, United States",1.1531928999975207
NYC,40.58659440568767,-73.98058386924183,Gravesend West 13th Street No.2593(Train Station),Gravesend West 13th Street No.2593,1,"John Dewey High School, Stillwell Avenue, Gravesend, Brooklyn, Kings County, New York, 11224, United States",1.0102650000044378
NYC,40.58676062373336,-73.92899287541549,Gerritsen Beach Harkness Avenue No.3181(American Restaurant),Gerritsen Beach Harkness Avenue No.3181,1,"3181, Harkness Avenue, Brooklyn, Kings County, New York, 11235, United States",0.7695471000042744
NYC,40.58685478299066,-73.95217264328431,Sheepshead Bay Avenue Y No.2414(Neighborhood),Sheepshead Bay Avenue Y No.2414,1,"1637, Sheepshead Bay Road, Brooklyn, Kings County, New York, 11235, United States",1.4569525999977486
NYC,40.587023931932805,-73.95421035537034,Sheepshead Bay Sheepshead Bay Road(Subway),Sheepshead Bay Sheepshead Bay Road,1,"Sheepshead Bay, Sheepshead Bay Road, Brooklyn, Kings County, New York, 11235, United States",0.9042034000012792
NYC,40.58759657232847,-73.98965161998106,Kings County Cropsey Avenue No.2740(Gym / Fitness Center),Kings County Cropsey Avenue No.2740,1,"2740, Cropsey Avenue, Bath Beach, Coney Island, Brooklyn, Kings County, New York, 11214, United States",0.8696515999981784
NYC,40.587728,-73.951596,Sheepshead Bay East 18th Street No.2620(Gym / Fitness Center),Sheepshead Bay East 18th Street No.2620,1,"2628, East 18th Street, Brooklyn, Kings County, New York, 11235, United States",0.6435019000055036
NYC,40.58790158356295,-73.81370544433594,Queens County Rockaway Freeway(Train Station),Queens County Rockaway Freeway,1,"Beach 90th Street, Hammels, Queens, Queens County, New York, 11693, United States",0.9677588999984436
NYC,40.58790253,-73.93200693,Gerritsen Beach Knapp Street No.2702(Food & Drink Shop),Gerritsen Beach Knapp Street No.2702,1,"2702, Knapp Street, Brooklyn, Kings County, New York, 11235, United States",1.5074758999980986
NYC,40.58802,-73.953244,Sheepshead Bay Avenue Z No.1601(Bagel Shop),Sheepshead Bay Avenue Z No.1601,1,"1601, Avenue Z, Sheepshead Bay, Brooklyn, Kings County, New York, 11235, United States",0.5078957000005175
NYC,40.58845758411276,-73.80876755548456,Queens County Rockaway Beach Boulevard No.82-02(Beach),Queens County Rockaway Beach Boulevard No.82-02,1,"82-02, Rockaway Beach Boulevard, Ocean Breeze, Queens, Queens County, New York, 11693, United States",1.3706703999996537
