Dataset,Latitude,Longitude,OriginalDetailedLocation,OriginalAddressText,MappingCountForCoordinate,FullAddress,CoordinateToTextSeconds
CA,32.65602654,-117.06539165,San Diego County Plaza Bonita Road No.3030(Bookstore),San Diego County Plaza Bonita Road No.3030,1,"Broken Yolk Cafe, 3030, Plaza Bonita Road, National City, San Diego County, California, 91950, United States",0.1804364000017813
CA,32.6560920703,-117.0655283804,San Diego County Plaza Bonita Road No.3030(Burgers),San Diego County Plaza Bonita Road No.3030,1,"Forever 21, 3030, Plaza Bonita Road, National City, San Diego County, California, 91950, United States",1.8313544999982696
CA,32.6569164187,-117.0660261893,San Diego County Plaza Bonita Road No.3030(AMC Theatre),San Diego County Plaza Bonita Road No.3030,1,"GameStop, 3030, Plaza Bonita Road, National City, San Diego County, California, 91950, United States",0.1684218999980657
CA,32.6598239667,-117.1066763,San Diego County Mile of Cars Way(In-N-Out Burger),San Diego County Mile of Cars Way,1,"Mile of Cars Way, National City, San Diego County, California, 91950, United States",0.9990577999997186
CA,32.6682266005,-114.5996761322,Yuma County East 32nd Street No.2191(Airport),Yuma County East 32nd Street No.2191,1,"Yuma International Airport Terminal, 2191, East 32nd Street, Yuma, Yuma County, Arizona, 85365, United States",1.001383700000588
CA,32.6742152833,-117.24116265,San Diego County Cabrillo Memorial Drive(Historic Landmark),San Diego County Cabrillo Memorial Drive,1,"Cabrillo National Monument, Cabrillo Memorial Drive, San Diego, San Diego County, California, United States",1.000719299998309
CA,32.67707925,-117.0914443,San Diego County East Plaza Boulevard(Asian),San Diego County East Plaza Boulevard,1,"East Plaza Boulevard, National City, San Diego County, California, 91950, United States",1.0005803999993077
CA,32.6780462167,-117.17336095,San Diego County Bayshore Bikeway(Other - Architecture),San Diego County Bayshore Bikeway,1,"Coronado City Hall, Strand Way, Coronado, San Diego County, California, 92118, United States",1.8313691000003016
CA,32.67882293,-117.17518925,San Diego County Silver Strand Boulevard No.1700(Seafood),San Diego County Silver Strand Boulevard No.1700,1,"1700, Silver Strand Boulevard, Coronado, San Diego County, California, 92118, United States",0.168675400000211
CA,32.6797563833,-117.1786954167,San Diego County Orange Avenue(Burgers),San Diego County Orange Avenue,1,"1500, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0006753999987268
CA,32.6798491,-117.17557095,San Diego County Strand Way(Seafood),San Diego County Strand Way,1,"Strand Way, Coronado, San Diego County, California, 92118, United States",1.9370548999977475
CA,32.6806713393,-117.1780836582,San Diego County Orange Avenue No.1500(Antique Hotel),San Diego County Orange Avenue No.1500,1,"Serẽa, 1500, Orange Avenue, Coronado, San Diego County, California, 92118, United States",0.1056155999976908
CA,32.6825813333,-117.1786023333,San Diego County Orange Avenue(Mexican),San Diego County Orange Avenue,1,"Churchill Place, Coronado, San Diego County, California, 92118, United States",1.0014804000020376
CA,32.6825993667,-117.1793582167,San Diego County Churchill Place No.1228(Sushi),San Diego County Churchill Place No.1228,1,"1224, Churchill Place, Coronado, San Diego County, California, 92118, United States",0.9985249999990627
CA,32.6826495333,-117.1846829667,San Diego County Ocean Boulevard(nan),San Diego County Ocean Boulevard,1,"Coronado Lifeguard HQ, Ocean Boulevard, Coronado, San Diego County, California, 92118, United States",1.000980300002993
CA,32.6830520626,-117.1789398186,San Diego County Churchill Place No.1112(Breakfast),San Diego County Churchill Place No.1112,1,"1112, Churchill Place, Coronado, San Diego County, California, 92118, United States",1.928312799998821
CA,32.6831205688,-117.1786120485,San Diego County Orange Avenue No.1301(Mexican),San Diego County Orange Avenue No.1301,1,"Night Hawk, 1315, Orange Avenue, Coronado, San Diego County, California, 92118, United States",0.1039019000018015
CA,32.68379634,-117.18326514,San Diego County Ocean Boulevard No.917(Seafood),San Diego County Ocean Boulevard No.917,1,"917, Ocean Boulevard, Coronado, San Diego County, California, 92118, United States",1.0016597999965595
CA,32.6843195407,-117.1872138977,San Diego County Ocean Boulevard(Beach),San Diego County Ocean Boulevard,1,"Ocean Boulevard, Coronado, San Diego County, California, 92135, United States",0.9998254999991332
CA,32.6843751833,-117.1788188,San Diego County Orange Avenue No.1111(Pub),San Diego County Orange Avenue No.1111,1,"1111, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0015364999999292
CA,32.6846717029,-117.1791161274,San Diego County C Avenue No.1014(Other - Art & Culture),San Diego County C Avenue No.1014,1,"1014, C Avenue, Coronado, San Diego County, California, 92118, United States",0.9998565999994752
CA,32.6849166167,-117.1794335333,San Diego County Orange Avenue No.1031(Mexican),San Diego County Orange Avenue No.1031,1,"Moo Time Creamery, 1025, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0007155000021155
CA,32.68511185,-117.1796614833,San Diego County Orange Avenue No.1025(Dessert),San Diego County Orange Avenue No.1025,1,"Moo Time Creamery, 1025, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0028425000018617
CA,32.6853431333,-117.17968865,San Diego County Orange Avenue No.1009(Breakfast),San Diego County Orange Avenue No.1009,1,"1009, Orange Avenue, Coronado, San Diego County, California, 92118, United States",0.9980017000016232
CA,32.6859416333,-117.1798400333,San Diego County 10th Street No.1013(Coffee Shop),San Diego County 10th Street No.1013,1,"10th Street, Coronado, San Diego County, California, 92118, United States",1.0006769000028726
CA,32.6860309667,-117.1939419333,San Diego County Ocean Boulevard(Big Blue Wet Thing),San Diego County Ocean Boulevard,1,"Coronado Dog Beach, Ocean Boulevard, Coronado, San Diego County, California, 92135, United States",0.9999317000001612
CA,32.6861816333,-117.1800366667,San Diego County Orange Avenue No.980(Bakery),San Diego County Orange Avenue No.980,1,"Panera Bread, 980, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.000071200000093
CA,32.6865437167,-117.1800801,San Diego County Orange Avenue No.956(Starbucks),San Diego County Orange Avenue No.956,1,"956, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0020388000011735
CA,32.6867677031,-117.1792832488,San Diego County Orange Avenue No.933(Burgers),San Diego County Orange Avenue No.933,1,"Walgreens, 925, Orange Avenue, Coronado, San Diego County, California, 92118, United States",0.9982018000009704
CA,32.6875217167,-117.1252752167,San Diego County South 32nd Street No.1709(Warehouse & Industrial),San Diego County South 32nd Street No.1709,1,"1709, South 32nd Street, Barrio Logan, San Diego, San Diego County, California, 92113, United States",1.0008421999991697
CA,32.6876606167,-117.1790503,San Diego County Orange Avenue No.868(Grocery),San Diego County Orange Avenue No.868,1,"Vons, 868, Orange Avenue, Coronado, San Diego County, California, 92118, United States",1.0001736000012895
CA,32.6885996663,-117.1543514729,San Diego County San Diego-Coronado Bridge(Bridge),San Diego County San Diego-Coronado Bridge,1,"San Diego–Coronado Bridge, Caltrans Coronado Toll Bridge Maintenance Station, Barrio Logan, San Diego, San Diego County, California, 92113, United States",1.0002829999975802
CA,32.6897602167,-117.1270994,San Diego County Tobelman Road(Other - Shopping),San Diego County Tobelman Road,1,"San Diego Naval Base Navy Exchange, Tobelman Road, Logan Heights, Barrio Logan, San Diego, San Diego County, California, 92136, United States",1.0018549999986135
CA,32.6903866667,-117.17628555,San Diego County C Avenue(City Park),San Diego County C Avenue,1,"C Avenue, Coronado, San Diego County, California, 92118, United States",0.9989356999976736
CA,32.6921753101,-117.1664428711,San Diego County Mullinex Drive(City Park),San Diego County Mullinex Drive,1,"Mullinex Drive, Coronado, San Diego County, California, 92118, United States",1.4457222999990336
CA,32.695010441,-117.1660351753,San Diego County Glorietta Road(Modern Hotel),San Diego County Glorietta Road,1,"Coronado Island Marriott Resort & Spa, Glorietta Road, Coronado, San Diego County, California, 92118, United States",0.5546437999983027
CA,32.697730183,-117.1698006,San Diego County 1st Street No.1201(Other - Parks ),San Diego County 1st Street No.1201,1,"1st Street, Coronado, San Diego County, California, 92152, United States",1.345820200000162
CA,32.6979648333,-117.17340735,San Diego County Orange Avenue No.154(Brewery / Microbrewery),San Diego County Orange Avenue No.154,1,"Coronado Brewing Company, 154, Orange Avenue, Coronado, San Diego County, California, 92118, United States",0.6552049999991141
CA,32.6979940667,-117.1676955333,San Diego County Marine Way No.1333(Italian),San Diego County Marine Way No.1333,1,"Il Fornaio, 1333, Marine Way, Coronado Ferry Landing, Coronado, San Diego County, California, 92118, United States",1.0021355999997468
CA,32.6986670851,-117.1687924862,San Diego County Marine Way(Seafood),San Diego County Marine Way,1,"Marine Way, Coronado Ferry Landing, Coronado, San Diego County, California, 92152, United States",1.935116000000562
CA,32.69889861,-117.17000794,San Diego County 1st Street(Mall),San Diego County 1st Street,1,"Coronado Ferry Landing, Coronado, San Diego County, California, 92152, United States",0.1039988000011362
CA,32.69894935,-117.1722770833,San Diego County 1st Street(Monument),San Diego County 1st Street,1,"1st Street, Coronado, San Diego County, California, 92152, United States",1.0002606000016383
CA,32.6989539667,-117.16979275,San Diego County 1st Street(BBQ),San Diego County 1st Street,1,"Village Pizzeria, Marine Way, Coronado Ferry Landing, Coronado, San Diego County, California, 92152, United States",1.0002167999991798
CA,32.6999569167,-117.16962335,San Diego County 1st Street(Ferry),San Diego County 1st Street,1,"Marine Way, Coronado Ferry Landing, Coronado, San Diego County, California, 92152, United States",1.000331899998855
CA,32.6999984167,-117.1697236667,San Diego County 1st Street(Ferry),San Diego County 1st Street,1,"Marine Way, Coronado Ferry Landing, Coronado, San Diego County, California, 92152, United States",1.0006596999992323
CA,32.7019701333,-117.14508065,San Diego County Logan Avenue No.1857(Mexican),San Diego County Logan Avenue No.1857,1,"Las Cuatro Milpas, 1857, Logan Avenue, Sherman Heights, Barrio Logan, San Diego, San Diego County, California, 92113, United States",1.0004917000005662
CA,32.7033205333,-117.1590827833,San Diego County Park Boulevard No.1(Sports Bar),San Diego County Park Boulevard No.1,1,"Hilton Bayfront Hotel, 1, Park Boulevard, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.999698299998272
CA,32.7035131167,-117.1646879167,San Diego County Marina Park Way(City Park),San Diego County Marina Park Way,1,"Burgers Bait and Brew, Marina Park Way, San Diego, San Diego County, California, 92101, United States",1.0004114000003028
CA,32.7043772167,-117.1636083,San Diego County Fifth Avenue Landing(Seafood),San Diego County Fifth Avenue Landing,1,"South Embarcadero Park, Fifth Avenue Landing, San Diego, San Diego County, California, 92101, United States",1.0044783000012103
CA,32.70454859,-117.16321915,San Diego County Fifth Avenue Landing(Starbucks),San Diego County Fifth Avenue Landing,1,"Joe's Crab Shack, Fifth Avenue Landing, San Diego, San Diego County, California, 92101, United States",0.9973974999993516
CA,32.705182067,-117.1585571,San Diego County East Harbor Drive(Other - Entertainment),San Diego County East Harbor Drive,1,"Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.0006613999976253
CA,32.70599228,-117.1595813,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,1,"San Diego Convention Center, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.001518599998235
CA,32.7060340909,-117.1533751488,San Diego County Imperial Avenue(Light Rail),San Diego County Imperial Avenue,1,"12th & Imperial Transit Center, Imperial Avenue, East Village, Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.934996299998602
CA,32.70624801,-117.163028745,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,1,"111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",0.1033693999997922
CA,32.7063861753,-117.1615934372,San Diego County West Harbor Drive No.111(Convention Center),San Diego County West Harbor Drive No.111,1,"111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.4450044999975944
CA,32.7066528797,-117.1632993221,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,1,"111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",0.8715565999991668
CA,32.7067472859,-117.1622371674,San Diego County West Harbor Drive No.111(Special Event),San Diego County West Harbor Drive No.111,1,"111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.615716300002532
CA,32.706799,-117.160401,San Diego County Martin Luther King Jr. Promenade(Toys & Games),San Diego County Martin Luther King Jr. Promenade,1,"East Harbor Drive, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.5327906999991683
CA,32.70690405,-117.1599133333,San Diego County Martin Luther King Jr. Promenade(Light Rail),San Diego County Martin Luther King Jr. Promenade,1,"Gaslamp Quarter, 105, 6th Avenue, Gaslamp Quarter, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.9047486999988904
CA,32.70700025,-117.1589318667,San Diego County L Street No.675(Luxury Hotel),San Diego County L Street No.675,1,"Omni San Diego Hotel, 675, L Street, East Village, Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.072017100002995
CA,32.7070090903,-117.157087326,San Diego County Park Boulevard No.100(Stadium),San Diego County Park Boulevard No.100,1,"San Diego Padres, K Street, East Village, Golden Hill, San Diego, San Diego County, California, 92101, United States",1.0578988999986905
CA,32.707035338,-117.159663325,San Diego County Martin Luther King Jr. Promenade(Starbucks),San Diego County Martin Luther King Jr. Promenade,1,"Gaslamp Quarter, 105, 6th Avenue, Gaslamp Quarter, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.7339408999978332
CA,32.7070738,-117.16018736,San Diego County 5th Avenue(Sandwich Shop),San Diego County 5th Avenue,1,"Gaslamp Quarter, 105, 6th Avenue, Gaslamp Quarter, Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.6374316999972507
CA,32.70711636,-117.16027104,San Diego County 5th Avenue No.127(Seafood),San Diego County 5th Avenue No.127,1,"Gaslamp Quarter, 105, 6th Avenue, Gaslamp Quarter, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.9935454999977082
CA,32.707144506,-117.1593940258,San Diego County 6th Avenue No.170(Seafood),San Diego County 6th Avenue No.170,1,"Baja Rick's Cantina, 170, 6th Avenue, Gaslamp Quarter, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.4965330999984871
CA,32.70716994,-117.161282775,San Diego County East Harbor Drive(Exhibit),San Diego County East Harbor Drive,1,"500, Grand Stairway, San Diego, San Diego County, California, 92101, United States",1.6093297000006714
CA,32.7071806168,-117.1591043472,San Diego County L Street No.675(Seafood),San Diego County L Street No.675,1,"Omni San Diego Hotel, 675, L Street, East Village, Barrio Logan, San Diego, San Diego County, California, 92101, United States",0.5929106999974465
CA,32.70733207,-117.16202837,San Diego County West Harbor Drive No.111(Toys & Games),San Diego County West Harbor Drive No.111,1,"111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.3538650000009511
CA,32.7073431154,-117.1631598473,San Diego County West Harbor Drive No.111(Convention Center),San Diego County West Harbor Drive No.111,1,"Starbucks, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.0940897000000405
CA,32.7073972815,-117.159383297,San Diego County 5th Avenue No.207(Dancefloor),San Diego County 5th Avenue No.207,1,"207, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.4188786000013351
CA,32.7074063092,-117.1600484848,San Diego County 5th Avenue No.207(Sushi),San Diego County 5th Avenue No.207,1,"Hard Rock Hotel - 207 Lobby Bar, 207, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.6188774000002013
CA,32.7074509167,-117.1601356667,San Diego County 5th Avenue(Historic Landmark),San Diego County 5th Avenue,1,"5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.5534244000009494
CA,32.7074695029,-117.1597480774,San Diego County K Street(Modern Hotel),San Diego County K Street,1,"Hard Rock Hotel San Diego, 207, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.3886270000002696
CA,32.707509817,-117.16165425,San Diego County East Harbor Drive No.501(Starbucks),San Diego County East Harbor Drive No.501,1,"501, East Harbor Drive, San Diego, San Diego County, California, 92101, United States",0.9893072999984724
CA,32.7075417243,-117.1549522877,San Diego County North 10th Avenue(Mexican),San Diego County North 10th Avenue,1,"North 10th Avenue, East Village, Golden Hill, San Diego, San Diego County, California, 92101, United States",1.008232299998781
CA,32.7075444316,-117.1601532503,San Diego County 5th Avenue(American),San Diego County 5th Avenue,1,"5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.3580608000011125
CA,32.7075778349,-117.1636533737,San Diego County West Harbor Drive No.111(Bookstore),San Diego County West Harbor Drive No.111,1,"Starbucks, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.6322904000007838
CA,32.7075835664,-117.1601389013,San Diego County 5th Avenue(Steakhouse),San Diego County 5th Avenue,1,"5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.1092118000015034
CA,32.7075896333,-117.15951645,San Diego County K Street(Gallery),San Diego County K Street,1,"Hard Rock Hotel San Diego, 207, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.9389204999970387
CA,32.7075916529,-117.1635997295,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,2,"Starbucks, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.0992635000002338
CA,32.7076139456,-117.1638894081,San Diego County West Harbor Drive No.111(Convention Center),San Diego County West Harbor Drive No.111,1,"Starbucks, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",0.941825699999754
CA,32.7076372167,-117.1602407333,San Diego County 5th Avenue No.224(Frozen Yogurt),San Diego County 5th Avenue No.224,1,"Lou & Mickey's, 224, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.9914886000005936
CA,32.707674544,-117.159977266,San Diego County 5th Avenue No.209(Diner),San Diego County 5th Avenue No.209,1,"Starbucks, 209, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.0135685999994166
CA,32.707776,-117.165986,San Diego County South Embarcadero(Modern Hotel),San Diego County South Embarcadero,1,"Roy's, South Embarcadero, Marina District, San Diego, San Diego County, California, 92101, United States",0.599785399997927
CA,32.707799,-117.1661248333,San Diego County South Embarcadero(Seafood),San Diego County South Embarcadero,1,"Roy's, South Embarcadero, Marina District, San Diego, San Diego County, California, 92101, United States",0.8830343000008725
CA,32.7078276873,-117.163208127,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,1,"East Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.5195097000032547
CA,32.7078437805,-117.1634280682,San Diego County West Harbor Drive No.111(Exhibit),San Diego County West Harbor Drive No.111,1,"Starbucks, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",0.4730295000008482
CA,32.70788,-117.160558,San Diego County K Street No.401(Other - Entertainment),San Diego County K Street No.401,1,"Hilton San Diego Gaslamp Quarter, 401, K Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.1345138999968185
CA,32.708001667,-117.157828167,San Diego County Park Boulevard No.100(Sports Bar),San Diego County Park Boulevard No.100,1,"Petco Park, 100, Park Boulevard, East Village, Golden Hill, San Diego, San Diego County, California, 92101, United States",1.018325900000491
CA,32.70801705,-117.16278296,San Diego County East Harbor Drive No.217(Other - Entertainment),San Diego County East Harbor Drive No.217,1,"217, East Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.4502442999983032
CA,32.7081912223,-117.1601559109,San Diego County 5th Avenue No.275(Indian),San Diego County 5th Avenue No.275,1,"Olde Spaghetti Factory, 275, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.9404342000016186
CA,32.70819665,-117.1595792167,San Diego County K Street(Coffee Shop),San Diego County K Street,1,"Hard Rock Hotel San Diego, 207, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.9875214000021516
CA,32.7082031965,-117.1632403135,San Diego County West Harbor Drive No.111(Conference),San Diego County West Harbor Drive No.111,1,"San Diego Convention Center, 111, West Harbor Drive, San Diego, San Diego County, California, 92101, United States",1.1092564999999013
CA,32.708207234,-117.169442564,San Diego County Kettner Boulevard(Beach),San Diego County Kettner Boulevard,1,"Kettner Boulevard, Marina District, San Diego, San Diego County, California, 92101, United States",1.0389376000021002
CA,32.7082398167,-117.1600277167,San Diego County 5th Avenue No.275(Italian),San Diego County 5th Avenue No.275,1,"Olde Spaghetti Factory, 275, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.5629819000023417
CA,32.7082639348,-117.1602094173,San Diego County K Street No.238(Coffee Shop),San Diego County K Street No.238,1,"Houston Hot Chicken, 238, K Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.4758187999977963
CA,32.70827345,-117.1601556167,San Diego County 5th Avenue No.275(Bar),San Diego County 5th Avenue No.275,1,"Olde Spaghetti Factory, 275, 5th Avenue, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",0.4157511999983398
CA,32.7082748202,-117.1592027307,Banker's Hill 6th Avenue No.289(Steakhouse),Banker's Hill 6th Avenue No.289,1,"The Deck at Moonshine Flats, 335, 6th Avenue, Asian Pacific Thematic Historic District, Gaslamp Quarter, Banker's Hill, San Diego, San Diego County, California, 92101, United States",0.8775156000010611
CA,32.708289763,-117.160643053,San Diego County K Street No.401(Wine & Spirits),San Diego County K Street No.401,1,"Ciné Café, 412, K Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.0022339000024658
CA,32.7083407667,-117.1601643,San Diego County K Street No.238(American),San Diego County K Street No.238,1,"Houston Hot Chicken, 238, K Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.7356608000009146
CA,32.708357546,-117.161229875,San Diego County K Street No.350(Luxury Hotel),San Diego County K Street No.350,1,"Fleming's Prime Steakhouse & Wine Bar, 380, K Street, San Diego, San Diego County, California, 92101, United States",0.5988223999993352
CA,32.708375,-117.1695506667,San Diego County The Embarcadero No.180(Steakhouse),San Diego County The Embarcadero No.180,1,"180, The Embarcadero, Seaport Village, San Diego, San Diego County, California, 92101, United States",0.8171584000010625
CA,32.7083782167,-117.16024815,San Diego County K Street No.238(Mexican),San Diego County K Street No.238,1,"Houston Hot Chicken, 238, K Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",1.1236252000016975
CA,32.708435459,-117.1590721607,San Diego County K Street No.660(Seafood),San Diego County K Street No.660,1,"San Diego Marriott Gaslamp Quarter, 660, K Street, East Village, Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.2968650000002526
CA,32.7084820167,-117.158473,San Diego County K Street No.660(Ultra-lounge),San Diego County K Street No.660,1,"San Diego Marriott Gaslamp Quarter, 660, K Street, East Village, Barrio Logan, San Diego, San Diego County, California, 92101, United States",1.1079858999983117
CA,32.7085257347,-117.1557354927,San Diego County(Pub),San Diego County,1,"East Village, Golden Hill, San Diego, San Diego County, California, 92101, United States",0.5846106999997573
CA,32.7085367,-117.1651543167,San Diego County West Harbor Drive No.333(Luxury Hotel),San Diego County West Harbor Drive No.333,1,"San Diego Marriott Marquis & Marina, 333, West Harbor Drive, Marina District, San Diego, San Diego County, California, 92101, United States",1.5135995000018738
CA,32.708561845,-117.1685349941,San Diego County West Harbor Drive No.807(Seafood),San Diego County West Harbor Drive No.807,1,"807, West Harbor Drive, Marina District, Banker's Hill, San Diego, San Diego County, California, 92101, United States",0.5546286999997392
